Timestamp,Place,Region,Country,Continent,Current Temp (°C),Feels Like Temp (°C),Condition
2024-09-03 07:14:00,Ichida,Anambra,Nigeria,Africa/Lagos,22.4,24.9,Fog
2024-09-03 08:19:00,Berlin,Berlin,Germany,Europe/Berlin,18.1,18.1,Sunny
2024-09-03 08:19:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,20.0,20.0,Sunny
2024-09-03 07:19:00,Lagos,Lagos,Nigeria,Africa/Lagos,23.0,25.1,Partly cloudy
2024-09-03 07:19:00,Ichida,Anambra,Nigeria,Africa/Lagos,22.4,24.9,Fog
2024-09-03 08:24:00,Berlin,Berlin,Germany,Europe/Berlin,18.1,18.1,Sunny
2024-09-03 08:24:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,20.0,20.0,Sunny
2024-09-03 07:24:00,Lagos,Lagos,Nigeria,Africa/Lagos,23.0,25.1,Partly cloudy
2024-09-03 07:24:00,Ichida,Anambra,Nigeria,Africa/Lagos,22.4,24.9,Fog
2024-09-03 08:29:00,Berlin,Berlin,Germany,Europe/Berlin,18.1,18.1,Sunny
2024-09-03 08:29:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,20.0,20.0,Sunny
2024-09-03 07:29:00,Lagos,Lagos,Nigeria,Africa/Lagos,23.0,25.1,Partly cloudy
2024-09-03 07:29:00,Ichida,Anambra,Nigeria,Africa/Lagos,22.4,24.9,Fog
2024-09-03 08:34:00,Berlin,Berlin,Germany,Europe/Berlin,19.2,19.2,Sunny
2024-09-03 08:34:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,20.0,20.0,Sunny
2024-09-03 07:34:00,Lagos,Lagos,Nigeria,Africa/Lagos,23.2,25.3,Partly cloudy
2024-09-03 07:34:00,Ichida,Anambra,Nigeria,Africa/Lagos,22.4,24.9,Fog
2024-09-03 09:46:00,Berlin,Berlin,Germany,Europe/Berlin,21.1,21.1,Sunny
2024-09-03 09:46:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,21.2,21.2,Sunny
2024-09-03 08:46:00,Lagos,Lagos,Nigeria,Africa/Lagos,24.2,26.2,Partly cloudy
2024-09-03 08:46:00,Ichida,Anambra,Nigeria,Africa/Lagos,23.4,25.7,Cloudy
2024-09-03 09:51:00,Berlin,Berlin,Germany,Europe/Berlin,21.1,21.1,Sunny
2024-09-03 09:51:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,21.2,21.2,Sunny
2024-09-03 08:51:00,Lagos,Lagos,Nigeria,Africa/Lagos,24.2,26.2,Partly cloudy
2024-09-03 08:51:00,Ichida,Anambra,Nigeria,Africa/Lagos,23.4,25.7,Cloudy
2024-09-03 09:56:00,Berlin,Berlin,Germany,Europe/Berlin,21.1,21.1,Sunny
2024-09-03 09:56:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,21.2,21.2,Sunny
2024-09-03 08:56:00,Lagos,Lagos,Nigeria,Africa/Lagos,24.2,26.2,Partly cloudy
2024-09-03 08:56:00,Ichida,Anambra,Nigeria,Africa/Lagos,23.4,25.7,Cloudy
2024-09-03 10:01:00,Berlin,Berlin,Germany,Europe/Berlin,21.1,21.1,Sunny
2024-09-03 10:01:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:01:00,Lagos,Lagos,Nigeria,Africa/Lagos,24.2,26.1,Partly cloudy
2024-09-03 09:01:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:06:00,Berlin,Berlin,Germany,Europe/Berlin,21.2,21.2,Sunny
2024-09-03 10:06:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:06:00,Lagos,Lagos,Nigeria,Africa/Lagos,24.2,26.1,Partly cloudy
2024-09-03 09:06:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:11:00,Berlin,Berlin,Germany,Europe/Berlin,21.2,21.2,Sunny
2024-09-03 10:11:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:11:00,Lagos,Lagos,Nigeria,Africa/Lagos,24.2,26.1,Partly cloudy
2024-09-03 09:11:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:16:00,Berlin,Berlin,Germany,Europe/Berlin,21.2,21.2,Sunny
2024-09-03 10:16:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:16:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:16:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:26:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:26:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:26:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:26:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:29:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:29:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:29:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:29:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:29:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:29:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:29:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:29:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:29:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:29:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:29:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:29:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:29:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:29:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:29:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:29:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:29:00,Berlin,Berlin,Germany,Europe/Berlin,22.3,24.5,Sunny
2024-09-03 10:29:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:29:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.4,29.0,Partly cloudy
2024-09-03 09:29:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:33:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:33:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:33:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:33:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:33:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:33:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:33:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:33:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:33:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:33:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:33:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:33:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:37:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:37:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:37:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:37:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:37:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:37:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:37:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:37:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:37:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:37:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:37:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:37:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:40:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:40:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:40:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:40:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:40:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:40:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:40:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:40:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:40:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:40:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:40:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:40:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:44:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:44:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:44:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:44:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:44:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:44:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:44:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:44:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:44:00,Berlin,Berlin,Germany,Europe/Berlin,24.1,25.2,Sunny
2024-09-03 10:44:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:44:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.3,28.8,Partly cloudy
2024-09-03 09:44:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:47:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:47:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:47:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:47:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:47:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:47:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:47:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:47:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:47:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:47:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:47:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:47:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:51:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:51:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:51:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:51:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:51:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:51:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:51:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:51:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:51:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:51:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:51:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:51:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:54:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:54:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:54:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:54:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:54:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:54:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:54:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:54:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:54:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:54:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:54:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:54:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:58:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:58:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:58:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:58:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:58:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:58:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:58:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:58:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 10:58:00,Berlin,Berlin,Germany,Europe/Berlin,24.2,25.3,Sunny
2024-09-03 10:58:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 09:58:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.5,Partly cloudy
2024-09-03 09:58:00,Ichida,Anambra,Nigeria,Africa/Lagos,24.3,26.6,Patchy rain nearby
2024-09-03 11:01:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:01:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 10:01:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:02:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:01:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:01:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 10:01:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:02:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:01:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:01:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,23.0,25.0,Patchy rain nearby
2024-09-03 10:01:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:02:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:05:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:05:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:05:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:05:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:05:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:05:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:05:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:05:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:05:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:05:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:05:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:05:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:09:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:09:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:09:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:09:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:09:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:09:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:09:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:09:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:09:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:09:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:09:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:09:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:12:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:12:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:12:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:12:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
2024-09-03 11:12:00,Berlin,Berlin,Germany,Europe/Berlin,24.0,25.0,Sunny
2024-09-03 11:12:00,Pforzheim,Baden-Wurttemberg,Germany,Europe/Berlin,24.9,26.3,Patchy rain nearby
2024-09-03 10:12:00,Lagos,Lagos,Nigeria,Africa/Lagos,26.1,28.3,Partly cloudy
2024-09-03 10:12:00,Ichida,Anambra,Nigeria,Africa/Lagos,25.7,28.1,Patchy rain nearby
